Departamento,Código Divipola Departamento,Municipio,Código Divipola Municipio,Programa,Estado de Postulación,Año de Asignación,Hogares,Valor Asignado
CALDAS,17,ARANZAZU,17050,Bolsa Esfuerzo Territorial,En sistema no en resolucion depuración,2003,1,7107000.0
CALDAS,17,ARANZAZU,17050,Bolsa Esfuerzo Territorial,Renuncias al subsidio,2003,1,2378637.0
CALDAS,17,CHINCHINÁ,17174,Sin clasificación,Asignados,2003,1,7636000.0
CALDAS,17,LA DORADA,17380,Bolsa Esfuerzo Territorial,Asignados,2003,24,166569024.0
CALDAS,17,MANIZALES,17001,Bolsa Desastres Naturales,Apto con subsidio vencido,2003,53,404708000.0
CALDAS,17,MANIZALES,17001,Bolsa Desastres Naturales,Asignados,2003,780,5956080000.0
CALDAS,17,MANIZALES,17001,Bolsa Desastres Naturales,Renuncia con restitucion de subsidio,2003,28,213808000.0
CALDAS,17,MANIZALES,17001,Bolsa Desastres Naturales,Renuncias al subsidio,2003,1,7636000.0
CALDAS,17,MANIZALES,17001,Bolsa Esfuerzo Territorial,Asignados,2003,1,7107000.0
CALDAS,17,MANIZALES,17001,Bolsa Ordinaria,Apto con subsidio vencido,2003,26,196212000.0
CALDAS,17,MANIZALES,17001,Bolsa Ordinaria,Asignados,2003,28,209144800.0
CALDAS,17,MANIZALES,17001,Bolsa Ordinaria,Renuncia con restitucion de subsidio,2003,14,106904000.0
CALDAS,17,MANIZALES,17001,Bolsa Ordinaria,Renuncias al subsidio,2003,13,89972000.0
CALDAS,17,NEIRA,17486,Bolsa Esfuerzo Territorial,Asignados,2003,48,341136000.0
CALDAS,17,RIOSUCIO,17614,Bolsa Atentados terroristas,Asignados,2003,10,65805562.0
CALDAS,17,RIOSUCIO,17614,Sin clasificación,Apto con subsidio vencido,2003,2,15272000.0
CALDAS,17,RIOSUCIO,17614,Sin clasificación,Asignados,2003,2,15272000.0
CALDAS,17,VILLAMARÍA,17873,Bolsa Desastres Naturales,Asignados,2003,25,190900000.0
CALDAS,17,VILLAMARÍA,17873,Bolsa Esfuerzo Territorial,Apto con subsidio vencido,2003,1,2470000.0
CALDAS,17,VILLAMARÍA,17873,Bolsa Esfuerzo Territorial,Asignados,2003,15,37050000.0
CALDAS,17,ANSERMA,17042,Bolsa Desplazados,Asignados,2004,4,26850000.0
CALDAS,17,ARANZAZU,17050,Bolsa Desplazados,Asignados,2004,7,40275000.0
CALDAS,17,ARANZAZU,17050,Sin clasificación,Apto con subsidio vencido,2004,9,21716250.0
CALDAS,17,ARANZAZU,17050,Sin clasificación,Asignados,2004,10,24224023.0
CALDAS,17,ARANZAZU,17050,Sin clasificación,Renuncias al subsidio,2004,1,2389966.0
CALDAS,17,BELALCÁZAR,17088,Bolsa Desplazados,Asignados,2004,1,8950000.0
CALDAS,17,CHINCHINÁ,17174,Bolsa Desplazados,Asignados,2004,8,40275000.0
CALDAS,17,CHINCHINÁ,17174,Bolsa Ordinaria,Asignados,2004,5,37590000.0
CALDAS,17,CHINCHINÁ,17174,Bolsa Ordinaria,Renuncias al subsidio,2004,1,7518000.0
CALDAS,17,LA DORADA,17380,Bolsa Desplazados,Asignados,2004,13,96511360.0
CALDAS,17,LA DORADA,17380,Bolsa Esfuerzo Territorial,Asignados,2004,104,780871158.0
CALDAS,17,LA DORADA,17380,Bolsa Ordinaria,Asignados,2004,49,368382000.0
CALDAS,17,MANIZALES,17001,Bolsa Desplazados,Asignados,2004,111,557878500.0
CALDAS,17,MANIZALES,17001,Bolsa Ordinaria,Apto con subsidio vencido,2004,1,7518000.0
CALDAS,17,MANIZALES,17001,Bolsa Ordinaria,Asignados,2004,7,42602000.0
CALDAS,17,MANZANARES,17433,Bolsa Desplazados,Asignados,2004,7,39325000.0
CALDAS,17,MARQUETALIA,17444,Bolsa Desplazados,Asignados,2004,2,17900000.0
CALDAS,17,NEIRA,17486,Bolsa Desplazados,Asignados,2004,2,8950000.0
CALDAS,17,NORCASIA,17495,Bolsa Desplazados,Asignados,2004,8,40125000.0
CALDAS,17,PALESTINA,17524,Bolsa Ordinaria,Asignados,2004,7,52626000.0
CALDAS,17,PENSILVANIA,17541,Bolsa Desplazados,Asignados,2004,10,48830000.0
CALDAS,17,PÁCORA,17513,Bolsa Ordinaria,Asignados,2004,8,57420000.0
CALDAS,17,RIOSUCIO,17614,Bolsa Desplazados,Asignados,2004,7,53700000.0
CALDAS,17,RIOSUCIO,17614,Bolsa Ordinaria,Apto con subsidio vencido,2004,1,7518000.0
CALDAS,17,RIOSUCIO,17614,Bolsa Ordinaria,Asignados,2004,16,117782000.0
CALDAS,17,RIOSUCIO,17614,Bolsa Ordinaria,Renuncias al subsidio,2004,2,15036000.0
CALDAS,17,RISARALDA,17616,Bolsa Desplazados,Asignados,2004,2,8950000.0
CALDAS,17,SAMANÁ,17662,Bolsa Atentados terroristas,Apto con subsidio vencido,2004,1,7518000.0
CALDAS,17,SAMANÁ,17662,Bolsa Atentados terroristas,Asignados,2004,12,90216000.0
CALDAS,17,SAMANÁ,17662,Bolsa Desplazados,Asignados,2004,7,41673500.0
CALDAS,17,SUPÍA,17777,Bolsa Desplazados,Asignados,2004,8,35800000.0
CALDAS,17,VILLAMARÍA,17873,Bolsa Desplazados,Asignados,2004,11,49225000.0
CALDAS,17,VILLAMARÍA,17873,Bolsa Ordinaria,Asignados,2004,3,22554000.0
CALDAS,17,VITERBO,17877,Bolsa Desplazados,Asignados,2004,1,8950000.0
CALDAS,17,AGUADAS,17013,Bolsa Esfuerzo Territorial,Apto con subsidio vencido,2005,1,7517202.0
CALDAS,17,AGUADAS,17013,Bolsa Esfuerzo Territorial,Asignados,2005,34,255584868.0
CALDAS,17,ANSERMA,17042,Bolsa Desplazados,Asignados,2005,1,4475000.0
CALDAS,17,BELALCÁZAR,17088,Habilitación de Titulos,Asignados,2005,53,7340500.0
CALDAS,17,BELALCÁZAR,17088,Habilitación de Titulos,Restitucion de subsidios no aplicados,2005,9,1246500.0
CALDAS,17,CHINCHINÁ,17174,Bolsa Desplazados,Asignados,2005,1,4475000.0
CALDAS,17,CHINCHINÁ,17174,Bolsa Ordinaria,Asignados,2005,1,8011500.0
CALDAS,17,FILADELFIA,17272,Bolsa Atentados terroristas,Asignados,2005,1,8000000.0
CALDAS,17,LA DORADA,17380,Bolsa Desplazados,Asignados,2005,11,84527724.0
CALDAS,17,LA DORADA,17380,Bolsa Esfuerzo Territorial,Apto con subsidio vencido,2005,6,44874126.0
CALDAS,17,LA DORADA,17380,Bolsa Esfuerzo Territorial,Asignados,2005,67,501692553.0
CALDAS,17,LA DORADA,17380,Bolsa Ordinaria,Asignados,2005,3,24034500.0
CALDAS,17,LA DORADA,17380,Habilitación de Titulos,Apto con subsidio vencido,2005,48,6117120.0
CALDAS,17,LA DORADA,17380,Habilitación de Titulos,Asignados,2005,209,26634960.0
CALDAS,17,LA DORADA,17380,Habilitación de Titulos,Restitucion de subsidios no aplicados,2005,12,1529280.0
CALDAS,17,LA MERCED,17388,Bolsa Ordinaria,Apto con subsidio vencido,2005,5,40057500.0
CALDAS,17,MANIZALES,17001,Bolsa Atentados terroristas,Asignados,2005,1,8011500.0
CALDAS,17,MANIZALES,17001,Bolsa Desplazados,Asignados,2005,23,170050000.0
CALDAS,17,MANZANARES,17433,Bolsa Desplazados,Asignados,2005,2,13425000.0
CALDAS,17,NORCASIA,17495,Bolsa Desplazados,Asignados,2005,4,26800000.0
CALDAS,17,NORCASIA,17495,Habilitación de Titulos,Apto con subsidio vencido,2005,1,128500.0
CALDAS,17,NORCASIA,17495,Habilitación de Titulos,Asignados,2005,281,36108500.0
CALDAS,17,NORCASIA,17495,Habilitación de Titulos,Restitucion de subsidios no aplicados,2005,52,6682000.0
CALDAS,17,PENSILVANIA,17541,Bolsa Desplazados,Asignados,2005,1,4475000.0
CALDAS,17,PÁCORA,17513,Habilitación de Titulos,Apto con subsidio vencido,2005,1,123000.0
CALDAS,17,PÁCORA,17513,Habilitación de Titulos,Asignados,2005,46,5658000.0
CALDAS,17,RIOSUCIO,17614,Bolsa Desplazados,Asignados,2005,17,144682000.0
CALDAS,17,RIOSUCIO,17614,Bolsa Desplazados,Subsidio Revocado,2005,1,8950000.0
CALDAS,17,RIOSUCIO,17614,Bolsa Ordinaria,Apto con subsidio vencido,2005,6,44011500.0
CALDAS,17,RIOSUCIO,17614,Bolsa Ordinaria,Asignados,2005,11,86503500.0
CALDAS,17,RIOSUCIO,17614,Bolsa Ordinaria,Renuncias al subsidio,2005,9,72103500.0
CALDAS,17,SALAMINA,17653,Bolsa Atentados terroristas,Asignados,2005,2,16023000.0
CALDAS,17,SALAMINA,17653,Bolsa Ordinaria,Asignados,2005,7,56080500.0
CALDAS,17,SALAMINA,17653,Bolsa Ordinaria,Renuncias al subsidio,2005,5,40057500.0
CALDAS,17,SALAMINA,17653,Bolsa Ordinaria,Restitución SFV Cobro Directo Fiduciaria,2005,8,64092000.0
CALDAS,17,SAMANÁ,17662,Bolsa Desplazados,Asignados,2005,43,207325500.0
CALDAS,17,SAN JOSÉ,17665,Bolsa Ordinaria,Asignados,2005,4,32046000.0
CALDAS,17,SUPÍA,17777,Habilitación de Titulos,Apto con subsidio vencido,2005,12,1272000.0
CALDAS,17,SUPÍA,17777,Habilitación de Titulos,Asignados,2005,230,24380000.0
CALDAS,17,SUPÍA,17777,Habilitación de Titulos,Renuncia con restitucion de subsidio,2005,1,106000.0
CALDAS,17,VICTORIA,17867,Bolsa Desplazados,Asignados,2005,1,8950000.0
CALDAS,17,VILLAMARÍA,17873,Bolsa Desplazados,Asignados,2005,1,8950000.0
CALDAS,17,VILLAMARÍA,17873,Habilitación de Titulos,Asignados,2005,141,21220500.0
CALDAS,17,VILLAMARÍA,17873,Habilitación de Titulos,Restitucion de subsidios no aplicados,2005,82,12341000.0
CALDAS,17,AGUADAS,17013,Bolsa Esfuerzo Territorial,Asignados,2006,59,443514918.0
CALDAS,17,ANSERMA,17042,Bolsa Desplazados,Asignados,2006,1,10200000.0
CALDAS,17,ARANZAZU,17050,Bolsa Atentados terroristas,Asignados,2006,1,8568000.0
CALDAS,17,ARANZAZU,17050,Bolsa Esfuerzo Territorial,Asignados,2006,12,96000000.0
CALDAS,17,CHINCHINÁ,17174,Bolsa Desplazados,Asignados,2006,2,20400000.0
CALDAS,17,LA DORADA,17380,Bolsa Desplazados,Asignados,2006,7,59901744.0
CALDAS,17,LA MERCED,17388,Bolsa Desplazados,Asignados,2006,2,20400000.0
CALDAS,17,MANIZALES,17001,Bolsa Desastres Naturales,Apto con subsidio vencido,2006,5,42840000.0
CALDAS,17,MANIZALES,17001,Bolsa Desastres Naturales,Asignados,2006,702,6014736000.0
CALDAS,17,MANIZALES,17001,Bolsa Desastres Naturales,Renuncia con restitucion de subsidio,2006,1,8568000.0
CALDAS,17,MANIZALES,17001,Bolsa Desastres Naturales,Restitución SFV por Vencimiento Vigencia,2006,18,154224000.0
CALDAS,17,MANIZALES,17001,Bolsa Desplazados,Asignados,2006,31,295800000.0
CALDAS,17,MANZANARES,17433,Bolsa Desplazados,Asignados,2006,9,90717168.0
CALDAS,17,MARMATO,17442,Bolsa Desastres Naturales,Apto con subsidio vencido,2006,2,17136000.0
CALDAS,17,MARMATO,17442,Bolsa Desastres Naturales,Asignados,2006,24,205632000.0
CALDAS,17,NORCASIA,17495,Bolsa Desplazados,Asignados,2006,13,117214320.0
CALDAS,17,PENSILVANIA,17541,Bolsa Desplazados,Asignados,2006,2,10200000.0
CALDAS,17,RIOSUCIO,17614,Bolsa Desplazados,Asignados,2006,1,5100000.0
CALDAS,17,SALAMINA,17653,Bolsa Atentados terroristas,Asignados,2006,1,8568000.0
CALDAS,17,SALAMINA,17653,Bolsa Esfuerzo Territorial,Asignados,2006,57,488376000.0
CALDAS,17,SALAMINA,17653,Bolsa Esfuerzo Territorial,Renuncia con restitucion de subsidio,2006,2,17136000.0
CALDAS,17,SALAMINA,17653,Bolsa Esfuerzo Territorial,Renuncias al subsidio,2006,2,17136000.0
CALDAS,17,SALAMINA,17653,Bolsa Esfuerzo Territorial,Restitución SFV Cobro Directo Fiduciaria,2006,8,68544000.0
CALDAS,17,SALAMINA,17653,Bolsa Esfuerzo Territorial,Restitución SFV por Indemnización,2006,1,8568000.0
CALDAS,17,SALAMINA,17653,Bolsa Esfuerzo Territorial,Restitución SFV por Vencimiento Vigencia,2006,1,8568000.0
CALDAS,17,SAMANÁ,17662,Bolsa Desplazados,Asignados,2006,9,56334192.0
CALDAS,17,VICTORIA,17867,Bolsa Desplazados,Renuncia con restitucion de subsidio,2006,1,14907000.0
CALDAS,17,VICTORIA,17867,Bolsa Esfuerzo Territorial,Asignados,2006,5,40000000.0
CALDAS,17,VICTORIA,17867,Bolsa Esfuerzo Territorial,Renuncia con restitucion de subsidio,2006,1,8000000.0
CALDAS,17,VILLAMARÍA,17873,Bolsa Desplazados,Asignados,2006,3,30600000.0
CALDAS,17,VITERBO,17877,Bolsa Desplazados,Asignados,2006,5,55707000.0
CALDAS,17,AGUADAS,17013,Bolsa Desplazados,Asignados,2007,8,67762750.0
CALDAS,17,ANSERMA,17042,Bolsa Desplazados,Asignados,2007,5,37948750.0
CALDAS,17,ANSERMA,17042,Bolsa Desplazados,Renuncia con restitucion de subsidio,2007,1,5421250.0
CALDAS,17,ARANZAZU,17050,Bolsa Atentados terroristas,Asignados,2007,8,71782200.0
CALDAS,17,ARANZAZU,17050,Bolsa Desplazados,Asignados,2007,6,32527500.0
CALDAS,17,ARANZAZU,17050,Bolsa Esfuerzo Territorial,Asignados,2007,1,8000000.0
CALDAS,17,CHINCHINÁ,17174,Bolsa Desplazados,Asignados,2007,17,97582500.0
CALDAS,17,FILADELFIA,17272,Bolsa Desplazados,Asignados,2007,1,5421250.0
CALDAS,17,LA DORADA,17380,Bolsa Desplazados,Asignados,2007,4,39877674.0
CALDAS,17,LA DORADA,17380,Bolsa Desplazados,Renuncia con restitucion de subsidio,2007,1,9096337.0
CALDAS,17,LA DORADA,17380,Habilitación de Titulos,Apto con subsidio vencido,2007,2,254880.0
CALDAS,17,LA DORADA,17380,Habilitación de Titulos,Asignados,2007,172,19724480.0
CALDAS,17,LA DORADA,17380,Habilitación de Titulos,Restitucion de subsidios no aplicados,2007,193,23792720.0
CALDAS,17,LA DORADA,17380,Habilitación de Titulos,Subsidio Revocado,2007,8,1019520.0
CALDAS,17,LA MERCED,17388,Bolsa Desplazados,Asignados,2007,1,10842500.0
CALDAS,17,MANIZALES,17001,Bolsa Atentados terroristas,Restitución SFV por Vencimiento Vigencia,2007,1,8568000.0
CALDAS,17,MANIZALES,17001,Bolsa Desastres Naturales,Apto con subsidio vencido,2007,4,35891100.0
CALDAS,17,MANIZALES,17001,Bolsa Desastres Naturales,Asignados,2007,151,1366087800.0
CALDAS,17,MANIZALES,17001,Bolsa Desastres Naturales,Perdida de ejecutoriedad de asignación de SFV,2007,1,9107700.0
CALDAS,17,MANIZALES,17001,Bolsa Desastres Naturales,Renuncia con restitucion de subsidio,2007,2,18215400.0
CALDAS,17,MANIZALES,17001,Bolsa Desastres Naturales,Restitución SFV por Vencimiento Vigencia,2007,6,54646200.0
CALDAS,17,MANIZALES,17001,Bolsa Desplazados,Asignados,2007,275,1507107500.0
CALDAS,17,MANIZALES,17001,Bolsa Desplazados,Renuncia con restitucion de subsidio,2007,1,5421250.0
CALDAS,17,MANIZALES,17001,Bolsa Única Mejoramiento,Asignados,2007,58,194391444.6
CALDAS,17,MANIZALES,17001,Bolsa Única Mejoramiento,Restitución SFV por Vencimiento Vigencia,2007,4,11656456.98
CALDAS,17,MANZANARES,17433,Bolsa Desastres Naturales,Asignados,2007,7,63753900.0
CALDAS,17,MANZANARES,17433,Bolsa Desplazados,Asignados,2007,13,81318750.0
CALDAS,17,MARMATO,17442,Bolsa Desastres Naturales,Apto con subsidio vencido,2007,2,17136000.0
CALDAS,17,MARQUETALIA,17444,Bolsa Desplazados,Asignados,2007,9,56244750.0
CALDAS,17,NEIRA,17486,Bolsa Desplazados,Asignados,2007,6,37948750.0
CALDAS,17,NORCASIA,17495,Bolsa Desplazados,Asignados,2007,8,48609354.0
CALDAS,17,NORCASIA,17495,Bolsa Esfuerzo Territorial,Asignados,2007,5,19441118.0
CALDAS,17,NORCASIA,17495,Habilitación de Titulos,Asignados,2007,18,2313000.0
CALDAS,17,NORCASIA,17495,Habilitación de Titulos,Restitucion de subsidios no aplicados,2007,12,1542000.0
CALDAS,17,PALESTINA,17524,Bolsa Esfuerzo Territorial,Restitución SFV por Indemnización,2007,85,774154500.0
CALDAS,17,PALESTINA,17524,Bolsa Esfuerzo Territorial,Restitución SFV por Vencimiento Vigencia,2007,1,9107700.0
CALDAS,17,PENSILVANIA,17541,Bolsa Desplazados,Asignado con aplicación en Vivienda Gratuita,2007,2,23602750.0
CALDAS,17,PENSILVANIA,17541,Bolsa Desplazados,Asignados,2007,23,169862000.0
CALDAS,17,RIOSUCIO,17614,Bolsa Desplazados,Asignados,2007,12,117910750.0
CALDAS,17,RIOSUCIO,17614,Bolsa Desplazados,Renuncia con restitucion de subsidio,2007,1,8695750.0
CALDAS,17,RIOSUCIO,17614,Bolsa Esfuerzo Territorial,Asignados,2007,46,418954200.0
CALDAS,17,RIOSUCIO,17614,Bolsa Esfuerzo Territorial,Renuncia con restitucion de subsidio,2007,9,81969300.0
CALDAS,17,RIOSUCIO,17614,Bolsa Esfuerzo Territorial,Restitución SFV Cobro Directo Fiduciaria,2007,20,182154000.0
CALDAS,17,RIOSUCIO,17614,Bolsa Esfuerzo Territorial,Restitución SFV por Vencimiento Vigencia,2007,10,91077000.0
CALDAS,17,RISARALDA,17616,Bolsa Desplazados,Asignados,2007,1,5421250.0
CALDAS,17,SALAMINA,17653,Bolsa Desplazados,Asignados,2007,3,21685000.0
CALDAS,17,SALAMINA,17653,Bolsa Desplazados,Subsidio Revocado,2007,1,8695750.0
CALDAS,17,SAMANÁ,17662,Bolsa Desplazados,Asignados,2007,78,530828051.0
CALDAS,17,SUPÍA,17777,Habilitación de Titulos,Asignados,2007,114,12084000.0
CALDAS,17,SUPÍA,17777,Habilitación de Titulos,Renuncias al subsidio,2007,1,106000.0
CALDAS,17,VILLAMARÍA,17873,Bolsa Desplazados,Asignados,2007,30,164669750.0
CALDAS,17,VITERBO,17877,Bolsa Desplazados,Asignados,2007,10,54212500.0
CALDAS,17,AGUADAS,17013,Bolsa Desplazados,Asignados,2008,13,144218750.0
CALDAS,17,ANSERMA,17042,Bolsa Desplazados,Asignados,2008,9,98068750.0
CALDAS,17,ARANZAZU,17050,Bolsa Atentados terroristas,Asignados,2008,3,30459000.0
CALDAS,17,ARANZAZU,17050,Bolsa Desplazados,Asignados,2008,3,26444500.0
CALDAS,17,ARANZAZU,17050,Bolsa Esfuerzo Territorial,Asignados,2008,44,221711894.0
CALDAS,17,ARANZAZU,17050,Bolsa Esfuerzo Territorial,Renuncia con restitucion de subsidio,2008,2,8818026.0
CALDAS,17,BELALCÁZAR,17088,Bolsa Desplazados,Asignados,2008,1,11537500.0
CALDAS,17,CHINCHINÁ,17174,Bolsa Desplazados,Asignados,2008,4,28843750.0
CALDAS,17,CHINCHINÁ,17174,Bolsa Esfuerzo Territorial,Apto con subsidio vencido,2008,3,14962650.0
CALDAS,17,CHINCHINÁ,17174,Bolsa Esfuerzo Territorial,Asignados,2008,39,194514450.0
CALDAS,17,CHINCHINÁ,17174,Bolsa Ordinaria,Asignados,2008,9,81969300.0
CALDAS,17,FILADELFIA,17272,Bolsa Desplazados,Asignados,2008,1,5768750.0
CALDAS,17,FILADELFIA,17272,Bolsa Esfuerzo Territorial,Asignados,2008,27,179738791.7
CALDAS,17,LA DORADA,17380,Bolsa Desplazados,Asignados,2008,10,116345250.0
CALDAS,17,LA DORADA,17380,Bolsa Ordinaria,Asignados,2008,3,27323100.0
CALDAS,17,LA DORADA,17380,Bolsa Ordinaria,Renuncias al subsidio,2008,1,9107700.0
CALDAS,17,LA DORADA,17380,Subsidios en Especie y complementarios,Apto con subsidio vencido,2008,2,18215400.0
CALDAS,17,LA DORADA,17380,Subsidios en Especie y complementarios,Asignados,2008,204,1857970800.0
CALDAS,17,LA DORADA,17380,Subsidios en Especie y complementarios,Renuncia con restitucion de subsidio,2008,8,72861600.0
CALDAS,17,LA DORADA,17380,Subsidios en Especie y complementarios,Restitucion de subsidios no aplicados,2008,44,400738800.0
CALDAS,17,LA MERCED,17388,Bolsa Atentados terroristas,Asignados,2008,1,10153000.0
CALDAS,17,LA MERCED,17388,Bolsa Desplazados,Asignados,2008,2,23075000.0
CALDAS,17,MANIZALES,17001,Bolsa Desastres Naturales,Apto con subsidio vencido,2008,1,9107700.0
CALDAS,17,MANIZALES,17001,Bolsa Desastres Naturales,Asignados,2008,320,2914464000.0
CALDAS,17,MANIZALES,17001,Bolsa Desastres Naturales,Renuncia con restitucion de subsidio,2008,10,91077000.0
CALDAS,17,MANIZALES,17001,Bolsa Desastres Naturales,Restitución SFV por Vencimiento Vigencia,2008,138,1256862600.0
CALDAS,17,MANIZALES,17001,Bolsa Desplazados,Asignado con aplicación en Vivienda Gratuita,2008,6,64511750.0
CALDAS,17,MANIZALES,17001,Bolsa Desplazados,Asignados,2008,102,636060500.0
CALDAS,17,MANIZALES,17001,Bolsa Ordinaria,Asignados,2008,2,12143600.0
CALDAS,17,MANIZALES,17001,Bolsa Saludable,Apto con subsidio vencido,2008,3,11075600.0
CALDAS,17,MANIZALES,17001,Bolsa Saludable,Asignados,2008,53,195661450.0
CALDAS,17,MANIZALES,17001,Bolsa Única Mejoramiento,Asignados,2008,1,3483123.0
CALDAS,17,MANZANARES,17433,Bolsa Desplazados,Asignado con aplicación en Vivienda Gratuita,2008,1,8695750.0
CALDAS,17,MANZANARES,17433,Bolsa Desplazados,Asignados,2008,10,77920750.0
CALDAS,17,MARQUETALIA,17444,Bolsa Desplazados,Asignado con aplicación en Vivienda Gratuita,2008,1,8695750.0
CALDAS,17,MARQUETALIA,17444,Bolsa Desplazados,Asignados,2008,11,84132000.0
CALDAS,17,MARQUETALIA,17444,Bolsa Desplazados,Renuncia con restitucion de subsidio,2008,1,14907000.0
CALDAS,17,MARQUETALIA,17444,Bolsa Saludable,Asignados,2008,59,81637835.0
CALDAS,17,MARULANDA,17446,Bolsa Concejales,Asignados,2008,1,6922500.0
CALDAS,17,MARULANDA,17446,Bolsa Desplazados,Asignados,2008,4,40381250.0
CALDAS,17,NEIRA,17486,Bolsa Desastres Naturales,Asignados,2008,28,284284000.0
CALDAS,17,NEIRA,17486,Bolsa Desastres Naturales,Restitución SFV por Vencimiento Vigencia,2008,5,50765000.0
CALDAS,17,NEIRA,17486,Bolsa Desplazados,Asignados,2008,2,17306250.0
CALDAS,17,NORCASIA,17495,Bolsa Desplazados,Asignados,2008,1,11537500.0
CALDAS,17,NORCASIA,17495,Bolsa Esfuerzo Territorial,Apto con subsidio vencido,2008,1,4363258.9
CALDAS,17,NORCASIA,17495,Bolsa Esfuerzo Territorial,Asignados,2008,11,43142509.7
CALDAS,17,PALESTINA,17524,Bolsa Esfuerzo Territorial,Renuncia con restitucion de subsidio,2008,3,27323100.0
CALDAS,17,PALESTINA,17524,Bolsa Esfuerzo Territorial,Restitución SFV por Vencimiento Vigencia,2008,9,81969300.0
CALDAS,17,PALESTINA,17524,Bolsa Ordinaria,Asignados,2008,6,54646200.0
CALDAS,17,PALESTINA,17524,Bolsa Saludable,Asignados,2008,17,47969166.54
CALDAS,17,PENSILVANIA,17541,Bolsa Atentados terroristas,Asignados,2008,1,10153000.0
CALDAS,17,PENSILVANIA,17541,Bolsa Desplazados,Asignado con aplicación en Vivienda Gratuita,2008,2,14464500.0
CALDAS,17,PENSILVANIA,17541,Bolsa Desplazados,Asignados,2008,102,1105253500.0
CALDAS,17,PENSILVANIA,17541,Bolsa Saludable,Apto con subsidio vencido,2008,1,3156507.43
CALDAS,17,PENSILVANIA,17541,Bolsa Saludable,Asignados,2008,42,125493299.7
CALDAS,17,PÁCORA,17513,Bolsa Desplazados,Asignado con aplicación en Vivienda Gratuita,2008,3,26087250.0
CALDAS,17,PÁCORA,17513,Bolsa Desplazados,Asignados,2008,2,17306250.0
CALDAS,17,PÁCORA,17513,Bolsa Esfuerzo Territorial,Asignados,2008,10,45725804.0
CALDAS,17,PÁCORA,17513,Bolsa Esfuerzo Territorial,Restitucion de subsidios no aplicados,2008,3,13818844.0
CALDAS,17,PÁCORA,17513,Bolsa Esfuerzo Territorial,Restitución SFV por Vencimiento Vigencia,2008,1,4540269.0
CALDAS,17,PÁCORA,17513,Bolsa Ordinaria,Asignados,2008,4,35906400.0
CALDAS,17,RIOSUCIO,17614,Bolsa Desplazados,Asignado con aplicación en Vivienda Gratuita,2008,1,8695750.0
CALDAS,17,RIOSUCIO,17614,Bolsa Desplazados,Asignados,2008,26,341379250.0
CALDAS,17,RISARALDA,17616,Bolsa Desplazados,Asignados,2008,1,11537500.0
CALDAS,17,SALAMINA,17653,Bolsa Desplazados,Asignados,2008,11,115902750.0
CALDAS,17,SALAMINA,17653,Bolsa Ordinaria,Asignados,2008,1,9107700.0
CALDAS,17,SALAMINA,17653,Bolsa Saludable,Apto con subsidio vencido,2008,1,3692000.0
CALDAS,17,SALAMINA,17653,Bolsa Saludable,Asignados,2008,60,221520000.0
CALDAS,17,SAMANÁ,17662,Bolsa Desplazados,Asignado con aplicación en Vivienda Gratuita,2008,10,93631756.0
CALDAS,17,SAMANÁ,17662,Bolsa Desplazados,Asignados,2008,304,3499973709.0
CALDAS,17,SAMANÁ,17662,Bolsa Desplazados,Renuncia con restitucion de subsidio,2008,2,23602750.0
CALDAS,17,SAN JOSÉ,17665,Bolsa Desplazados,Asignados,2008,1,11537500.0
CALDAS,17,SAN JOSÉ,17665,Bolsa Ordinaria,Asignados,2008,2,18215400.0
CALDAS,17,SAN JOSÉ,17665,Bolsa Saludable,Apto con subsidio vencido,2008,1,3692000.0
CALDAS,17,SAN JOSÉ,17665,Bolsa Saludable,Asignados,2008,27,99684000.0
CALDAS,17,SAN JOSÉ,17665,Bolsa Saludable,Renuncia con restitucion de subsidio,2008,1,3692000.0
CALDAS,17,SUPÍA,17777,Bolsa Desplazados,Asignados,2008,1,8695750.0
CALDAS,17,SUPÍA,17777,Bolsa Desplazados,Restitución SFV por Indemnización,2008,1,14907000.0
CALDAS,17,VICTORIA,17867,Bolsa Desplazados,Asignados,2008,1,14907000.0
CALDAS,17,VICTORIA,17867,Bolsa Saludable,Asignados,2008,17,62764000.0
CALDAS,17,VILLAMARÍA,17873,Bolsa Atentados terroristas,Asignados,2008,1,10153000.0
CALDAS,17,VILLAMARÍA,17873,Bolsa Desastres Naturales,Apto con subsidio vencido,2008,5,45538500.0
CALDAS,17,VILLAMARÍA,17873,Bolsa Desastres Naturales,Asignados,2008,75,683077500.0
CALDAS,17,VILLAMARÍA,17873,Bolsa Desastres Naturales,Renuncia con restitucion de subsidio,2008,1,9107700.0
CALDAS,17,VILLAMARÍA,17873,Bolsa Desastres Naturales,Restitucion de subsidios no aplicados,2008,3,27323100.0
CALDAS,17,VILLAMARÍA,17873,Bolsa Desplazados,Asignados,2008,7,66825750.0
CALDAS,17,VILLAMARÍA,17873,Bolsa Esfuerzo Territorial,Asignados,2008,2,19248400.0
CALDAS,17,VILLAMARÍA,17873,Bolsa Ordinaria,Restitución SFV por Vencimiento Vigencia,2008,1,6071800.0
CALDAS,17,VITERBO,17877,Bolsa Desplazados,Asignados,2008,2,17306250.0
CALDAS,17,VITERBO,17877,Bolsa Esfuerzo Territorial,Asignados,2008,7,48226750.0
CALDAS,17,VITERBO,17877,Bolsa Esfuerzo Territorial,Renuncia con restitucion de subsidio,2008,6,17075500.0
